name,release_year,certificate,runtime,genre,director,gross,actors,production_house
Mandy,,NotRated,121,_Thriller,Panos Cosmatos,NA,_Andrea Riseborough_Bill Duke_Hayley Saywell_Linus Roache_Ned Dennehy_Nicolas Cage_Olwen Fouere_Paul Painter_Richard Brake,XYZ Films
Eden,2015,R,131,_Music,Mia Hansen-Løve,NA,_F_Hugo Conzelmann_Pauline Etienne_Vincent Macaigne,
The Revolution Will Not Be Televised,2003,Unrated,74,_Documentary,_Donnacha O'Briain_Kim Bartley,NA,None,Vitagraph Films
A History of Violence,2005,R,96,_Crime,David Cronenberg,NA,_Ed Harris_Maria Bello_Viggo Mortensen,New Line Cinema
The Deer Hunter,1978,R,182,_War,Michael Cimino,NA,_Christopher Walken_Robert De Niro,Universal Pictures
A Mighty Wind,2003,PG-13,91,_Music,Christopher Guest,NA,_Christopher Guest_Eugene Levy_Harry Shearer_Michael McKean,Warner Bros. Pictures
The Damned United,2009,R,98,_Sport,Tom Hooper,NA,None,Sony Pictures Classics
Georgia,1995,R,115,_Music,Ulu Grosbard,NA,_Jennifer Jason Leigh_Mare Winningham,Miramax Films
Wadjda,2013,PG,98,_Drama,Haifaa Al-Mansour,NA,Waad Mohammed,Sony Pictures Classics
Fresh,1994,R,114,_Crime,Boaz Yakin,NA,_Cheryl Freeman_Giancarlo Esposito_Jean-Claude La Marre_José Zúñiga_Luis Lantigua_N'Bushe Wright_Ron Brice_Samuel L. Jackson_Sean Nelson_Yul Vazquez,Miramax
The Levelling,2017,R,83,_Drama,Hope Dickson Leach,NA,None,Monterey Media
Arrival,2016,PG-13,116,_Thriller,Denis Villeneuve,NA,_Amy Adams_Forest Whitaker_Jeremy Renner_Michael Stuhlbarg,Paramount Pictures
Juno,2007,PG-13,96,_Comedy,Jason Reitman,NA,_Ellen Page_Jennifer Garner_Michael Cera,Fox Searchlight Pictures
Elena,2014,NotRated,80,_Documentary,Petra Costa,NA,None,Syndicado
Blue Valentine,2010,NC-17,120,_Romance,Derek Cianfrance,NA,_John Doman_Michelle Williams_Ryan Gosling,"Weinstein Company, The"
